mission_time_s,velocity_ms,altitude_km
96.066,667.777,24.6
96.1,668.333,24.6
96.133,668.611,24.6
96.166,669.166,24.7
96.2,669.722,24.7
96.233,670,24.7
96.266,670.555,24.7
96.3,671.111,24.7
96.333,671.388,24.8
96.366,671.944,24.8
96.4,672.5,24.8
96.433,672.777,24.8
96.466,673.333,24.8
96.5,673.888,24.9
96.533,674.166,24.9
96.566,674.722,24.9
96.6,675.277,24.9
96.633,675.555,25
96.666,675.833,25
96.7,676.388,25
96.733,676.944,25
96.766,677.222,25
96.8,677.777,25.1
96.833,678.055,25.1
96.866,678.611,25.1
96.9,679.166,25.1
96.933,679.444,25.1
96.966,680,25.1
97,680.555,25.2
97.033,680.833,25.2
97.066,681.388,25.2
97.1,681.944,25.2
97.133,682.5,25.3
97.166,682.777,25.3
97.2,683.333,25.3
97.233,683.888,25.3
97.266,684.166,25.3
97.3,684.444,25.4
97.333,685,25.4
97.366,685.555,25.4
97.4,685.833,25.4
97.433,686.388,25.4
97.466,686.944,25.5
97.5,687.222,25.5
97.533,688.055,25.5
97.566,688.333,25.5
97.6,688.888,25.5
97.633,689.444,25.6
97.666,689.722,25.6
97.7,690.277,25.6
97.733,690.833,25.6
97.766,691.388,25.6
97.8,691.666,25.7
97.833,692.5,25.7
97.866,692.777,25.7
97.9,693.333,25.7
97.933,693.888,25.7
97.966,694.166,25.8
98,694.722,25.8
98.033,695.277,25.8
98.066,695.555,25.8
98.1,696.111,25.8
98.133,696.666,25.9
98.166,696.944,25.9
98.2,697.222,25.9
98.233,697.777,25.9
98.266,698.055,25.9
98.3,698.333,26
98.333,698.888,26
98.366,699.444,26
98.4,699.722,26
98.433,700.555,26.1
98.466,700.833,26.1
98.5,701.388,26.1
98.533,701.944,26.1
98.566,702.5,26.2
98.6,702.777,26.2
98.633,703.611,26.2
98.666,704.166,26.2
98.7,704.444,26.3
98.733,705.277,26.3
98.766,705.555,26.3
98.8,706.111,26.3
98.833,706.666,26.3
98.866,707.222,26.4
98.9,707.777,26.4
98.933,708.333,26.4
98.966,708.611,26.4
99,708.888,26.4
99.033,709.444,26.5
99.066,709.722,26.5
99.1,710,26.5
99.133,710.555,26.5
99.166,710.833,26.5
99.2,711.111,26.5
99.233,711.944,26.6
99.266,712.222,26.6
99.3,712.777,26.6
99.333,713.333,26.6
99.366,713.888,26.7
99.4,714.166,26.7
99.433,714.722,26.7
99.466,715.277,26.7
99.5,715.555,26.7
99.533,716.111,26.8
99.566,716.666,26.8
99.6,716.944,26.8
99.633,717.777,26.8
99.666,718.333,26.9
99.7,718.611,26.9
99.733,719.166,26.9
99.766,719.722,26.9
99.8,720,26.9
99.833,720.555,27
99.866,720.833,27
99.9,721.111,27
99.933,721.666,27
99.966,722.222,27.1
100,722.777,27.1
100.033,723.333,27.1
100.066,723.888,27.1
100.1,724.166,27.1
100.133,724.722,27.2
100.166,725.277,27.2
100.2,725.555,27.2
100.233,725.555,27.2
100.266,725.833,27.2
100.3,726.388,27.3
100.333,726.944,27.3
100.366,727.222,27.3
100.4,727.777,27.3
100.433,728.333,27.3
100.466,728.888,27.3
100.5,729.444,27.4
100.533,729.722,27.4
100.566,730.277,27.4
100.6,730.833,27.4
100.633,731.111,27.5
100.666,731.666,27.5
100.7,732.222,27.5
100.733,732.777,27.5
100.766,733.055,27.5
100.8,733.888,27.6
100.833,734.166,27.6
100.866,734.444,27.6
100.9,735,27.6
100.933,735.277,27.6
100.966,735.555,27.7
101,736.111,27.7
101.033,736.666,27.7
101.066,736.944,27.7
101.1,737.777,27.7
101.133,738.333,27.8
101.166,738.611,27.8
101.2,739.444,27.8
101.233,739.722,27.8
101.266,740.277,27.8
101.3,740.833,27.9
101.333,741.111,27.9
101.366,741.388,27.9
101.4,741.944,27.9
101.433,742.5,28
101.466,743.055,28
101.5,743.611,28
101.533,743.888,28
101.566,744.444,28
101.6,745,28.1
101.633,745.555,28.1
101.666,745.833,28.1
101.7,746.666,28.1
101.733,747.222,28.2
101.766,747.777,28.2
101.8,748.333,28.2
101.833,748.888,28.2
101.866,749.444,28.2
101.9,750,28.3
101.933,750.555,28.3
101.966,751.111,28.3
102,751.666,28.3
102.033,751.944,28.4
102.066,752.5,28.4
102.1,753.055,28.4
102.133,753.611,28.4
102.166,753.888,28.4
102.2,754.722,28.5
102.233,755,28.5
102.266,755.555,28.5
102.3,756.111,28.5
102.333,756.388,28.6
102.366,756.944,28.6
102.4,757.5,28.6
102.433,757.777,28.6
102.466,758.333,28.6
102.5,759.166,28.7
102.533,759.444,28.7
102.566,760,28.7
102.6,760.555,28.8
102.633,761.111,28.8
102.666,761.388,28.8
102.7,762.222,28.8
102.733,762.5,28.8
102.766,763.055,28.9
102.8,763.611,28.9
102.833,764.166,28.9
102.866,764.444,28.9
102.9,765,29
102.933,765.555,29
102.966,765.833,29
103,766.666,29
103.033,766.944,29.1
103.066,767.5,29.1
103.1,768.333,29.1
103.133,768.611,29.1
103.166,769.166,29.2
103.2,769.722,29.2
103.233,770,29.2
103.266,770.555,29.2
103.3,771.111,29.2
103.333,771.666,29.3
103.366,771.944,29.3
103.4,772.777,29.3
103.433,773.055,29.3
103.466,773.611,29.4
103.5,774.166,29.4
103.533,774.722,29.4
103.566,775,29.4
103.6,775.555,29.5
103.633,776.111,29.5
103.666,776.666,29.5
103.7,777.222,29.5
103.733,777.777,29.5
103.766,778.333,29.6
103.8,778.611,29.6
103.833,779.444,29.6
103.866,779.722,29.6
103.9,780.277,29.7
103.933,780.833,29.7
103.966,781.111,29.7
104,781.388,29.7
104.033,781.944,29.8
104.066,782.5,29.8
104.1,782.777,29.8
104.133,783.611,29.8
104.166,783.888,29.8
104.2,784.166,29.9
104.233,785,29.9
104.266,785.555,29.9
104.3,785.833,29.9
104.333,786.666,30
104.366,787.222,30
104.4,787.5,30
104.433,788.055,30
104.466,788.611,30
104.5,789.166,30.1
104.533,789.722,30.1
104.566,790,30.1
104.6,790.555,30.1
104.633,791.111,30.2
104.666,791.666,30.2
104.7,791.944,30.2
104.733,792.777,30.2
104.766,793.055,30.2
104.8,793.333,30.3
104.833,794.166,30.3
104.866,794.722,30.3
104.9,795,30.3
104.933,795.833,30.4
104.966,796.388,30.4
105,796.666,30.4
105.033,797.5,30.4
105.066,798.055,30.4
105.1,798.333,30.5
105.133,799.166,30.5
105.166,799.722,30.5
105.2,800,30.5
105.233,800.833,30.6
105.266,801.388,30.6
105.3,801.666,30.6
105.333,802.5,30.6
105.366,802.777,30.6
105.4,803.333,30.7
105.433,803.888,30.7
105.466,804.444,30.7
105.5,804.722,30.7
105.533,805.277,30.7
105.566,805.833,30.8
105.6,806.111,30.8
105.633,806.666,30.8
105.666,807.222,30.8
105.7,807.777,30.9
105.733,808.611,30.9
105.766,808.888,30.9
105.8,809.444,31
105.833,810.277,31
105.866,810.555,31
105.9,811.111,31
105.933,811.944,31.1
105.966,812.222,31.1
106,812.777,31.1
106.033,813.333,31.1
106.066,813.888,31.1
106.1,814.444,31.2
106.133,815.277,31.2
106.166,815.555,31.2
106.2,816.111,31.2
106.233,816.944,31.3
106.266,817.5,31.3
106.3,817.777,31.3
106.333,818.611,31.3
106.366,818.888,31.4
106.4,819.444,31.4
106.433,820,31.4
106.466,820.277,31.4
106.5,820.555,31.5
106.533,821.388,31.5
106.566,821.944,31.5
106.6,822.222,31.5
106.633,823.055,31.6
106.666,823.611,31.6
106.7,824.166,31.6
106.733,825,31.7
106.766,825.277,31.7
106.8,825.833,31.7
106.833,826.388,31.7
106.866,826.944,31.8
106.9,827.5,31.8
106.933,828.055,31.8
106.966,828.611,31.8
107,828.888,31.8
107.033,829.444,31.9
107.066,830,31.9
107.1,830.555,31.9
107.133,831.111,31.9
107.166,831.666,31.9
107.2,832.222,32
107.233,832.777,32
107.266,833.333,32
107.3,833.888,32
107.333,834.444,32.1
107.366,835.277,32.1
107.4,835.555,32.1
107.433,836.111,32.1
107.466,836.944,32.2
107.5,837.222,32.2
107.533,837.777,32.2
107.566,838.611,32.2
107.6,838.888,32.3
107.633,839.444,32.3
107.666,840.277,32.3
107.7,840.555,32.3
107.733,841.111,32.4
107.766,841.944,32.4
107.8,842.222,32.4
107.833,842.777,32.4
107.866,843.333,32.5
107.9,843.888,32.5
107.933,844.444,32.5
107.966,845,32.5
108,845.555,32.6
108.033,846.111,32.6
108.066,846.666,32.6
108.1,847.222,32.6
108.133,847.777,32.6
108.166,848.333,32.7
108.2,848.611,32.7
108.233,849.166,32.7
108.266,849.722,32.7
108.3,850.277,32.8
108.333,850.833,32.8
108.366,851.388,32.8
108.4,851.944,32.8
108.433,852.222,32.8
108.466,852.777,32.9
108.5,853.333,32.9
108.533,853.611,32.9
108.566,854.444,33
108.6,855,33
108.633,855.277,33
108.666,856.111,33
108.7,856.388,33.1
108.733,856.944,33.1
108.766,857.5,33.1
108.8,858.055,33.1
108.833,858.333,33.1
108.866,859.166,33.2
108.9,859.722,33.2
108.933,860.277,33.2
108.966,861.111,33.2
109,861.388,33.3
109.033,861.944,33.3
109.066,862.777,33.3
109.1,863.333,33.3
109.133,863.611,33.4
109.166,864.444,33.4
109.2,865,33.4
109.233,865.555,33.4
109.266,866.111,33.4
109.3,866.666,33.5
109.333,867.222,33.5
109.366,868.055,33.5
109.4,868.333,33.6
109.433,868.888,33.6
109.466,869.722,33.6
109.5,870.277,33.6
109.533,870.555,33.7
109.566,871.388,33.7
109.6,871.944,33.7
109.633,872.222,33.7
109.666,873.055,33.7
109.7,873.611,33.8
109.733,874.166,33.8
109.766,874.722,33.8
109.8,875.277,33.8
109.833,875.833,33.8
109.866,876.666,33.9
109.9,877.222,33.9
109.933,877.777,33.9
109.966,878.055,33.9
110,878.888,34
110.033,879.166,34
110.066,879.722,34
110.1,880.277,34
110.133,880.833,34.1
110.166,881.111,34.1
110.2,881.944,34.1
110.233,882.222,34.1
110.266,882.777,34.1
110.3,883.611,34.2
110.333,883.888,34.2
110.366,884.444,34.2
110.4,885.277,34.3
110.433,885.555,34.3
110.466,886.111,34.3
110.5,886.944,34.4
110.533,887.5,34.4
110.566,888.055,34.4
110.6,888.888,34.4
110.633,889.166,34.5
110.666,889.722,34.5
110.7,890.555,34.5
110.733,891.111,34.6
110.766,891.666,34.6
110.8,892.222,34.6
110.833,892.777,34.6
110.866,893.055,34.7
110.9,893.888,34.7
110.933,894.166,34.7
110.966,894.722,34.7
111,895.277,34.8
111.033,895.833,34.8
111.066,896.111,34.8
111.1,896.944,34.8
111.133,897.5,34.9
111.166,898.055,34.9
111.2,898.611,34.9
111.233,899.166,34.9
111.266,899.722,35
111.3,900.277,35
111.333,900.833,35
111.366,901.388,35.1
111.4,902.222,35.1
111.433,902.5,35.1
111.466,903.055,35.1
111.5,903.888,35.2
111.533,904.444,35.2
111.566,905,35.2
111.6,905.833,35.2
111.633,906.111,35.3
111.666,906.666,35.3
111.7,907.222,35.3
111.733,907.777,35.3
111.766,908.055,35.3
111.8,908.611,35.4
111.833,909.166,35.4
111.866,909.444,35.4
111.9,910.277,35.4
111.933,910.833,35.5
111.966,911.388,35.5
112,911.944,35.5
112.033,912.5,35.5
112.066,913.055,35.5
112.1,913.611,35.6
112.133,914.444,35.6
112.166,915,35.6
112.2,915.833,35.7
112.233,916.111,35.7
112.266,916.666,35.7
112.3,917.5,35.7
112.333,918.055,35.8
112.366,918.611,35.8
112.4,919.444,35.8
112.433,920,35.9
112.466,920.555,35.9
112.5,921.111,35.9
112.533,921.666,35.9
112.566,922.222,35.9
112.6,923.055,36
112.633,923.611,36
112.666,924.166,36
112.7,925,36.1
112.733,925.555,36.1
112.766,925.833,36.1
112.8,926.388,36.1
112.833,927.222,36.2
112.866,927.5,36.2
112.9,928.055,36.2
112.933,928.888,36.2
112.966,929.444,36.2
113,930,36.3
113.033,930.833,36.3
113.066,931.388,36.3
113.1,931.944,36.4
113.133,932.777,36.4
113.166,933.333,36.4
113.2,933.611,36.4
113.233,934.444,36.5
113.266,935,36.5
113.3,935.277,36.5
113.333,936.111,36.6
113.366,936.388,36.6
113.4,936.944,36.6
113.433,937.777,36.6
113.466,938.055,36.7
113.5,938.611,36.7
113.533,939.444,36.7
113.566,939.722,36.7
113.6,940.277,36.8
113.633,941.111,36.8
113.666,941.666,36.8
113.7,942.222,36.9
113.733,943.055,36.9
113.766,943.611,36.9
113.8,944.166,36.9
113.833,945,37
113.866,945.277,37
113.9,945.833,37
113.933,946.666,37
113.966,947.222,37.1
114,947.777,37.1
114.033,948.611,37.1
114.066,949.166,37.2
114.1,949.722,37.2
114.133,950.555,37.2
114.166,950.833,37.3
114.2,951.388,37.3
114.233,952.222,37.3
114.266,952.777,37.3
114.3,953.055,37.3
114.333,953.888,37.4
114.366,954.444,37.4
114.4,955,37.4
114.433,955.833,37.5
114.466,956.388,37.5
114.5,956.944,37.5
114.533,957.777,37.6
114.566,958.055,37.6
114.6,958.611,37.6
114.633,959.444,37.6
114.666,960,37.7
114.7,960.555,37.7
114.733,961.388,37.7
114.766,961.944,37.7
114.8,962.5,37.7
114.833,963.333,37.8
114.866,963.888,37.8
114.9,964.444,37.8
114.933,965.277,37.9
114.966,965.555,37.9
115,966.111,37.9
115.033,966.944,38
115.066,967.5,38
115.1,968.055,38
115.133,968.888,38.1
115.166,969.444,38.1
115.2,970,38.1
115.233,970.555,38.1
115.266,971.111,38.1
115.3,971.388,38.2
115.333,972.222,38.2
115.366,972.777,38.2
115.4,973.333,38.2
115.433,974.166,38.3
115.466,974.444,38.3
115.5,975,38.3
115.533,975.833,38.4
115.566,976.111,38.4
115.6,976.666,38.4
115.633,977.222,38.4
115.666,977.777,38.5
115.7,978.055,38.5
115.733,978.888,38.5
115.766,979.444,38.5
115.8,980,38.6
115.833,980.555,38.6
115.866,981.388,38.6
115.9,981.666,38.6
115.933,982.222,38.7
115.966,983.055,38.7
116,983.611,38.7
116.033,984.166,38.7
116.066,985,38.8
116.1,985.555,38.8
116.133,986.111,38.8
116.166,986.944,38.9
116.2,987.5,38.9
116.233,988.055,38.9
116.266,988.888,38.9
116.3,989.444,39
116.333,990,39
116.366,990.833,39
116.4,991.388,39.1
116.433,991.944,39.1
116.466,992.5,39.1
116.5,993.055,39.1
116.533,993.611,39.2
116.566,994.166,39.2
116.6,994.722,39.2
116.633,995.277,39.2
116.666,996.111,39.3
116.7,996.666,39.3
116.733,997.222,39.3
116.766,998.055,39.4
116.8,998.611,39.4
116.833,999.166,39.4
116.866,1000,39.4
116.9,1000.555,39.5
116.933,1001.111,39.5
116.966,1001.944,39.5
117,1002.222,39.6
117.033,1002.777,39.6
117.066,1003.611,39.6
117.1,1004.166,39.6
117.133,1004.722,39.7
117.166,1005.555,39.7
117.2,1006.111,39.7
117.233,1006.666,39.7
117.266,1007.5,39.8
117.3,1007.777,39.8
117.333,1008.333,39.8
117.366,1009.166,39.9
117.4,1009.444,39.9
117.433,1010,39.9
117.466,1010.833,40
117.5,1011.666,40
117.533,1012.222,40
117.566,1013.055,40
117.6,1013.611,40.1
117.633,1014.166,40.1
117.666,1015,40.1
117.7,1015.555,40.1
117.733,1016.111,40.2
117.766,1016.944,40.2
117.8,1017.5,40.2
117.833,1018.055,40.2
117.866,1019.166,40.3
117.9,1019.722,40.3
117.933,1020.277,40.3
117.966,1021.111,40.4
118,1021.666,40.4
118.033,1022.222,40.4
118.066,1023.055,40.4
118.1,1023.611,40.5
118.133,1024.166,40.5
118.166,1025,40.5
118.2,1025.555,40.5
118.233,1026.111,40.6
118.266,1026.666,40.6
118.3,1027.222,40.6
118.333,1027.777,40.7
118.366,1028.611,40.7
118.4,1029.166,40.7
118.433,1029.722,40.7
118.466,1030.555,40.8
118.5,1031.111,40.8
118.533,1031.388,40.8
118.566,1032.5,40.8
118.6,1033.055,40.9
118.633,1033.611,40.9
118.666,1034.722,40.9
118.7,1035.277,41
118.733,1035.833,41
118.766,1036.666,41
118.8,1037.222,41.1
118.833,1037.777,41.1
118.866,1038.611,41.1
118.9,1039.166,41.1
118.933,1039.722,41.2
118.966,1040.277,41.2
119,1041.111,41.2
119.033,1041.388,41.2
119.066,1041.944,41.3
119.1,1042.777,41.3
119.133,1043.333,41.3
119.166,1043.888,41.4
119.2,1044.722,41.4
119.233,1045.277,41.4
119.266,1045.833,41.4
119.3,1046.388,41.5
119.333,1046.944,41.5
119.366,1047.5,41.5
119.4,1048.333,41.6
119.433,1048.888,41.6
119.466,1049.444,41.6
119.5,1050.277,41.6
119.533,1050.833,41.7
119.566,1051.388,41.7
119.6,1052.222,41.7
119.633,1052.777,41.8
119.666,1053.333,41.8
119.7,1053.888,41.8
119.733,1054.444,41.9
119.766,1054.722,41.9
119.8,1055.555,41.9
119.833,1056.111,41.9
119.866,1056.666,42
119.9,1057.5,42
119.933,1058.055,42
119.966,1058.611,42
120,1059.444,42.1
120.033,1060,42.1
120.066,1060.555,42.1
120.1,1061.388,42.1
120.133,1061.944,42.1
120.166,1062.222,42.2
120.2,1063.055,42.2
120.233,1063.611,42.2
120.266,1064.166,42.2
120.3,1065.277,42.3
120.333,1065.833,42.3
120.366,1066.666,42.3
120.4,1067.5,42.4
120.433,1068.055,42.4
120.466,1068.611,42.4
120.5,1069.444,42.5
120.533,1070,42.5
120.566,1070.555,42.5
120.6,1071.388,42.6
120.633,1071.944,42.6
120.666,1072.777,42.6
120.7,1073.611,42.7
120.733,1074.166,42.7
120.766,1074.722,42.7
120.8,1075.555,42.8
120.833,1076.111,42.8
120.866,1076.666,42.8
120.9,1077.5,42.8
120.933,1077.777,42.9
120.966,1078.333,42.9
121,1079.166,42.9
121.033,1079.722,43
121.066,1080.555,43
121.1,1081.388,43
121.133,1081.666,43
121.166,1082.222,43.1
121.2,1083.055,43.1
121.233,1083.611,43.1
121.266,1084.166,43.2
121.3,1085,43.2
121.333,1085.833,43.2
121.366,1086.388,43.2
121.4,1087.222,43.3
121.433,1087.777,43.3
121.466,1088.333,43.3
121.5,1089.166,43.4
121.533,1089.722,43.4
121.566,1090.277,43.4
121.6,1091.111,43.4
121.633,1091.666,43.5
121.666,1092.222,43.5
121.7,1093.055,43.5
121.733,1093.611,43.6
121.766,1093.888,43.6
121.8,1094.444,43.6
121.833,1095.277,43.7
121.866,1096.111,43.7
121.9,1096.666,43.7
121.933,1097.5,43.7
121.966,1098.055,43.8
122,1098.611,43.8
122.033,1099.444,43.8
122.066,1100,43.8
122.1,1100.555,43.9
122.133,1101.388,43.9
122.166,1101.944,43.9
122.2,1102.5,44
122.233,1103.333,44
122.266,1103.888,44
122.3,1104.444,44
122.333,1105.277,44.1
122.366,1106.111,44.1
122.4,1106.666,44.1
122.433,1107.777,44.2
122.466,1108.333,44.2
122.5,1108.888,44.2
122.533,1109.722,44.3
122.566,1110.277,44.3
122.6,1110.833,44.3
122.633,1111.666,44.4
122.666,1112.222,44.4
122.7,1112.777,44.4
122.733,1113.888,44.5
122.766,1114.166,44.5
122.8,1114.722,44.5
122.833,1115.555,44.6
122.866,1116.111,44.6
122.9,1116.666,44.6
122.933,1117.222,44.7
122.966,1117.777,44.7
123,1118.333,44.7
123.033,1119.166,44.7
123.066,1119.722,44.8
123.1,1120.277,44.8
123.133,1121.111,44.8
123.166,1121.666,44.9
123.2,1122.222,44.9
123.233,1123.055,44.9
123.266,1123.611,45
123.3,1124.166,45
123.333,1125.277,45
123.366,1125.833,45
123.4,1126.666,45.1
123.433,1127.5,45.1
123.466,1128.333,45.1
123.5,1128.888,45.2
123.533,1129.722,45.2
123.566,1130.277,45.2
123.6,1130.833,45.3
123.633,1131.944,45.3
123.666,1132.5,45.3
123.7,1133.333,45.3
123.733,1134.166,45.4
123.766,1134.722,45.4
123.8,1135.277,45.4
123.833,1136.111,45.5
123.866,1136.944,45.5
123.9,1137.5,45.5
123.933,1138.333,45.5
123.966,1138.888,45.6
124,1139.444,45.6
124.033,1140.277,45.6
124.066,1140.833,45.7
124.1,1141.388,45.7
124.133,1142.5,45.7
124.166,1143.333,45.8
124.2,1144.166,45.8
124.233,1145,45.8
124.266,1145.833,45.9
124.3,1146.388,45.9
124.333,1147.222,45.9
124.366,1147.5,45.9
124.4,1148.055,45.9
124.433,1148.611,46
124.466,1148.888,46
124.5,1149.444,46
124.533,1150,46.1
124.566,1150.555,46.1
124.6,1151.111,46.1
124.633,1151.944,46.2
124.666,1152.5,46.2
124.7,1152.777,46.2
124.733,1153.888,46.2
124.766,1154.722,46.3
124.8,1155.555,46.3
124.833,1156.666,46.4
124.866,1157.5,46.4
124.9,1158.055,46.4
124.933,1158.888,46.5
124.966,1159.722,46.5
125,1160.277,46.5
125.033,1161.111,46.5
125.066,1161.666,46.6
125.1,1162.222,46.6
125.133,1164.444,46.7
125.166,1165,46.7
125.2,1165.555,46.7
125.233,1166.388,46.8
125.266,1166.944,46.8
125.3,1167.5,46.8
125.333,1168.055,46.9
125.366,1168.888,46.9
125.4,1169.444,46.9
125.433,1170,46.9
125.466,1170.833,47
125.5,1171.388,47
125.533,1171.944,47
125.566,1173.055,47
125.6,1173.611,47.1
125.633,1174.166,47.1
125.666,1175.277,47.1
125.7,1175.833,47.1
125.733,1176.388,47.2
125.766,1177.222,47.2
125.8,1178.055,47.2
125.833,1178.611,47.3
125.866,1179.444,47.3
125.9,1180.277,47.3
125.933,1180.833,47.3
125.966,1181.666,47.4
126,1182.222,47.4
126.033,1183.055,47.4
126.066,1183.888,47.5
126.1,1184.444,47.5
126.133,1185,47.5
126.166,1186.111,47.6
126.2,1186.944,47.6
126.233,1187.5,47.6
126.266,1188.611,47.7
126.3,1189.166,47.7
126.333,1189.722,47.7
126.366,1190.555,47.8
126.4,1191.111,47.8
126.433,1191.666,47.8
126.466,1192.5,47.8
126.5,1193.055,47.9
126.533,1193.611,47.9
126.566,1194.722,47.9
126.6,1195.277,48
126.633,1195.833,48
126.666,1196.944,48
126.7,1197.5,48
126.733,1198.055,48.1
126.766,1198.888,48.1
126.8,1199.444,48.1
126.833,1200,48.2
126.866,1200.833,48.2
126.9,1201.388,48.2
126.933,1201.944,48.2
126.966,1202.777,48.3
127,1203.611,48.3
127.033,1204.166,48.3
127.066,1205,48.4
127.1,1205.555,48.4
127.133,1206.111,48.4
127.166,1207.222,48.5
127.2,1207.777,48.5
127.233,1208.611,48.5
127.266,1209.722,48.6
127.3,1210.277,48.6
127.333,1210.833,48.6
127.366,1211.666,48.7
127.4,1212.222,48.7
127.433,1212.777,48.7
127.466,1213.611,48.8
127.5,1214.166,48.8
127.533,1214.444,48.8
127.566,1215.555,48.8
127.6,1216.388,48.9
127.633,1217.222,48.9
127.666,1218.055,49
127.7,1218.888,49
127.733,1219.444,49
127.766,1220.555,49.1
127.8,1221.111,49.1
127.833,1221.666,49.1
127.866,1222.777,49.1
127.9,1223.333,49.2
127.933,1224.166,49.2
127.966,1225.277,49.2
127.999,1225.833,49.3
128.033,1226.666,49.3
128.066,1227.5,49.3
128.1,1228.333,49.4
128.133,1228.888,49.4
128.166,1229.722,49.4
128.2,1230.555,49.5
128.233,1231.111,49.5
128.266,1231.666,49.5
128.3,1232.5,49.5
128.333,1233.333,49.6
128.366,1233.888,49.6
128.4,1234.722,49.6
128.433,1235.277,49.7
128.466,1235.833,49.7
128.5,1236.666,49.7
128.533,1237.222,49.8
128.566,1237.777,49.8
128.6,1238.888,49.8
128.633,1239.444,49.9
128.666,1240.277,49.9
128.7,1241.388,49.9
128.733,1242.222,50
128.766,1242.777,50
128.8,1243.888,50
128.833,1244.444,50.1
128.866,1245.277,50.1
128.9,1246.111,50.1
128.933,1246.944,50.2
128.966,1247.5,50.2
129,1248.333,50.2
129.033,1249.166,50.3
129.066,1249.722,50.3
129.1,1250.833,50.3
129.133,1251.388,50.4
129.166,1251.944,50.4
129.2,1252.777,50.4
129.233,1253.611,50.5
129.266,1254.166,50.5
129.3,1255,50.5
129.333,1255.555,50.6
129.366,1256.111,50.6
129.4,1257.222,50.6
129.433,1258.055,50.6
129.466,1258.611,50.7
129.5,1259.722,50.7
129.533,1260.277,50.7
129.566,1260.833,50.8
129.6,1261.944,50.8
129.633,1262.5,50.8
129.666,1263.333,50.9
129.7,1264.166,50.9
129.733,1264.722,50.9
129.766,1265.555,51
129.8,1266.388,51
129.833,1267.222,51
129.866,1267.777,51.1
129.9,1268.888,51.1
129.933,1269.444,51.1
129.966,1270,51.1
130,1271.111,51.2
130.033,1271.666,51.2
130.066,1272.222,51.2
130.1,1273.333,51.3
130.133,1273.888,51.3
130.166,1274.722,51.3
130.2,1275.833,51.4
130.233,1276.388,51.4
130.266,1277.222,51.4
130.3,1278.055,51.5
130.333,1278.611,51.5
130.366,1279.444,51.5
130.4,1280.277,51.5
130.433,1281.111,51.6
130.466,1281.666,51.6
130.5,1282.777,51.7
130.533,1283.333,51.7
130.566,1283.888,51.7
130.6,1284.722,51.8
130.633,1285.277,51.8
130.666,1286.111,51.8
130.7,1286.944,51.9
130.733,1287.222,51.9
130.766,1287.777,51.9
130.8,1288.888,52
130.833,1289.722,52
130.866,1290.277,52
130.9,1291.388,52.1
130.933,1291.944,52.1
130.966,1292.5,52.1
131,1293.611,52.2
131.033,1294.444,52.2
131.066,1295,52.2
131.1,1296.111,52.3
131.133,1296.944,52.3
131.166,1297.5,52.3
131.2,1298.888,52.4
131.233,1299.444,52.4
131.266,1300.277,52.4
131.3,1300.833,52.5
131.333,1301.944,52.5
131.366,1302.5,52.5
131.4,1303.055,52.6
131.433,1303.888,52.6
131.466,1304.722,52.6
131.5,1305.277,52.7
131.533,1306.388,52.7
131.566,1306.944,52.7
131.6,1307.5,52.8
131.633,1308.333,52.8
131.666,1309.166,52.8
131.7,1309.722,52.8
131.733,1310.833,52.9
131.766,1311.666,52.9
131.8,1312.222,52.9
131.833,1313.333,53
131.866,1313.888,53
131.9,1314.444,53
131.933,1315.555,53.1
131.966,1316.111,53.1
132,1316.944,53.1
132.033,1317.777,53.2
132.066,1318.333,53.2
132.1,1318.888,53.2
132.133,1320,53.3
132.166,1320.555,53.3
132.2,1321.111,53.3
132.233,1322.222,53.4
132.266,1322.777,53.4
132.3,1323.611,53.4
132.333,1324.722,53.5
132.366,1325.555,53.5
132.4,1326.388,53.5
132.433,1327.5,53.6
132.466,1328.055,53.6
132.5,1328.611,53.6
132.533,1329.722,53.7
132.566,1330.555,53.7
132.6,1331.388,53.7
132.633,1332.5,53.8
132.666,1333.055,53.8
132.7,1333.611,53.8
132.733,1334.444,53.9
132.766,1335.277,53.9
132.8,1335.833,53.9
132.833,1336.944,54
132.866,1337.777,54
132.9,1338.333,54
132.933,1339.444,54.1
132.966,1340,54.1
133,1340.833,54.1
133.033,1341.944,54.1
133.066,1342.5,54.2
133.1,1343.333,54.2
133.133,1344.444,54.2
133.166,1345.277,54.3
133.2,1346.111,54.3
133.233,1346.944,54.4
133.266,1347.777,54.4
133.3,1348.333,54.4
133.333,1349.444,54.5
133.366,1350,54.5
133.4,1350.555,54.5
133.433,1351.388,54.5
133.466,1351.666,54.5
133.5,1351.666,54.5
133.533,1352.222,54.6
133.566,1353.333,54.6
133.6,1353.888,54.6
133.633,1354.722,54.7
133.666,1355.833,54.7
133.7,1356.666,54.7
133.733,1357.222,54.8
133.766,1358.333,54.8
133.8,1359.166,54.8
133.833,1359.722,54.9
133.866,1360.833,54.9
133.9,1361.388,54.9
133.933,1361.944,55
133.966,1363.055,55
134,1363.888,55
134.033,1364.444,55.1
134.066,1365.555,55.1
134.1,1366.388,55.1
134.133,1366.944,55.2
134.166,1367.777,55.2
134.2,1368.888,55.2
134.233,1369.444,55.3
134.266,1370.277,55.3
134.3,1371.111,55.3
134.333,1371.944,55.4
134.366,1372.5,55.4
134.4,1373.888,55.5
134.433,1374.444,55.5
134.466,1375.277,55.5
134.5,1376.388,55.6
134.533,1377.222,55.6
